category,log
user-logout,Jan 10 10:33:59 alone %PIX-4-852661:  SSH session from 53.85.43.116 on interface each for user "matthew80" disconnected by SSH server, reason: "TCP connection closed" (0x68)
user-logout,Jan 31 21:54:30 prevent %PIX-5-162672:  SSH session from 107.155.29.7 on interface until for user "alewis" disconnected by SSH server, reason: "TCP connection closed" (0x4B)
user-logout,Apr 27 19:35:16 ball %PIX-6-274020:  SSH session from 191.215.47.65 on interface behind for user "courtneycline" disconnected by SSH server, reason: "TCP connection closed" (0x13)
user-logout,Dec 12 05:22:48 local %PIX-2-686219:  SSH session from 135.150.46.23 on interface heavy for user "kenneth75" disconnected by SSH server, reason: "TCP connection closed" (0x18)
user-logout,Apr 26 04:37:57 girl %PIX-6-808438:  SSH session from 25.36.249.61 on interface couple for user "riggsmary" disconnected by SSH server, reason: "TCP connection closed" (0xF0)
user-logout,Jul 05 19:13:39 however %PIX-6-962094:  SSH session from 33.114.68.112 on interface challenge for user "gouldrussell" disconnected by SSH server, reason: "TCP connection closed" (0x8E)
user-logout,Jan 16 21:52:11 well %PIX-0-920739:  SSH session from 107.63.177.67 on interface business for user "randall92" disconnected by SSH server, reason: "TCP connection closed" (0xCF)
user-logout,Jul 08 06:21:09 treatment %PIX-8-948470:  SSH session from 210.22.208.161 on interface air for user "cbeck" disconnected by SSH server, reason: "TCP connection closed" (0xF2)
user-logout,Jul 10 01:33:51 box %PIX-5-9215:  SSH session from 98.216.163.111 on interface trade for user "jenkinsnatalie" disconnected by SSH server, reason: "TCP connection closed" (0x37)
user-logout,Nov 09 09:59:45 they %PIX-1-626192:  SSH session from 90.72.39.165 on interface ever for user "sherrypatterson" disconnected by SSH server, reason: "TCP connection closed" (0x9A)
user-logout,Nov 27 05:56:18 call %PIX-4-443020:  SSH session from 63.115.166.147 on interface interview for user "kwilliams" disconnected by SSH server, reason: "TCP connection closed" (0x66)
user-logout,Oct 16 02:14:50 analysis %PIX-0-482199:  SSH session from 147.55.150.127 on interface important for user "uoconnell" disconnected by SSH server, reason: "TCP connection closed" (0xE2)
user-logout,Dec 25 21:46:00 see %PIX-2-926174:  SSH session from 213.54.26.130 on interface part for user "qtaylor" disconnected by SSH server, reason: "TCP connection closed" (0xCD)
user-logout,Nov 05 00:02:42 fear %PIX-7-679396:  SSH session from 180.230.107.97 on interface traditional for user "richardtorres" disconnected by SSH server, reason: "TCP connection closed" (0x51)
user-logout,Dec 09 20:46:57 best %PIX-5-780997:  SSH session from 121.90.29.166 on interface single for user "ewingpatricia" disconnected by SSH server, reason: "TCP connection closed" (0x65)
user-logout,Jul 10 08:33:38 your %PIX-5-934273:  SSH session from 187.95.20.225 on interface relate for user "lambertharold" disconnected by SSH server, reason: "TCP connection closed" (0xEB)
user-logout,Nov 22 06:35:28 best %PIX-5-386467:  SSH session from 218.4.43.187 on interface her for user "martinezalexandra" disconnected by SSH server, reason: "TCP connection closed" (0xAA)
user-logout,Feb 12 11:21:39 plan %PIX-5-355163:  SSH session from 216.17.27.132 on interface team for user "xestrada" disconnected by SSH server, reason: "TCP connection closed" (0x0C)
user-logout,Jul 15 12:16:45 that %PIX-3-668516:  SSH session from 96.5.11.18 on interface prove for user "tasha25" disconnected by SSH server, reason: "TCP connection closed" (0x00)
user-logout,Nov 11 14:36:03 cold %PIX-4-346674:  SSH session from 202.4.101.47 on interface fly for user "kellyroger" disconnected by SSH server, reason: "TCP connection closed" (0xEE)
user-logout,Jul 25 06:30:37 dog %PIX-2-413700:  SSH session from 160.208.26.76 on interface economy for user "ubrown" disconnected by SSH server, reason: "TCP connection closed" (0x04)
user-logout,Jul 28 16:47:19 office %PIX-6-824174:  SSH session from 209.109.19.153 on interface discussion for user "allenthomas" disconnected by SSH server, reason: "TCP connection closed" (0xA0)
user-logout,Jan 13 16:20:12 carry %PIX-7-871108:  SSH session from 119.178.39.142 on interface service for user "brookewilliams" disconnected by SSH server, reason: "TCP connection closed" (0xFB)
user-logout,Dec 15 04:23:14 someone %PIX-2-252828:  SSH session from 1.113.173.67 on interface when for user "maxwellquinn" disconnected by SSH server, reason: "TCP connection closed" (0xCF)
user-logout,Apr 30 04:17:11 young %PIX-9-898296:  SSH session from 5.144.162.4 on interface remain for user "juanclayton" disconnected by SSH server, reason: "TCP connection closed" (0x93)
user-logout,Sep 04 21:27:47 easy %PIX-2-711552:  SSH session from 81.175.250.183 on interface mean for user "dpatrick" disconnected by SSH server, reason: "TCP connection closed" (0x87)
user-logout,May 26 23:26:45 authority %PIX-4-75585:  SSH session from 143.112.167.9 on interface black for user "adam04" disconnected by SSH server, reason: "TCP connection closed" (0x9C)
user-logout,May 07 12:05:04 third %PIX-4-947850:  SSH session from 184.51.0.104 on interface social for user "parkernoah" disconnected by SSH server, reason: "TCP connection closed" (0x46)
user-logout,Aug 13 00:24:44 letter %PIX-7-516402:  SSH session from 90.25.131.36 on interface glass for user "georgeholmes" disconnected by SSH server, reason: "TCP connection closed" (0x32)
user-logout,Aug 27 04:45:58 approach %PIX-8-626752:  SSH session from 95.192.181.96 on interface according for user "austin94" disconnected by SSH server, reason: "TCP connection closed" (0xCD)
user-logout,May 15 04:48:46 himself %PIX-3-453693:  SSH session from 56.209.54.97 on interface form for user "jamesmiller" disconnected by SSH server, reason: "TCP connection closed" (0x86)
user-logout,Apr 15 02:55:00 sometimes %PIX-8-688621:  SSH session from 202.34.0.2 on interface class for user "loribooth" disconnected by SSH server, reason: "TCP connection closed" (0x99)
user-logout,Feb 09 22:09:41 family %PIX-8-566048:  SSH session from 29.193.207.222 on interface should for user "melvin09" disconnected by SSH server, reason: "TCP connection closed" (0x99)
user-logout,Jun 25 16:42:40 true %PIX-4-970430:  SSH session from 191.219.151.181 on interface choice for user "trevormccann" disconnected by SSH server, reason: "TCP connection closed" (0x42)
user-logout,Sep 29 02:08:49 face %PIX-4-763860:  SSH session from 3.115.237.103 on interface rich for user "michelle93" disconnected by SSH server, reason: "TCP connection closed" (0xD2)
user-logout,Nov 17 05:04:40 as %PIX-3-708332:  SSH session from 143.188.133.140 on interface practice for user "webertyrone" disconnected by SSH server, reason: "TCP connection closed" (0xDD)
user-logout,Jan 11 22:13:42 fly %PIX-8-690429:  SSH session from 131.253.54.252 on interface take for user "simpsonbecky" disconnected by SSH server, reason: "TCP connection closed" (0x3C)
user-logout,Nov 08 14:49:11 player %PIX-0-629947:  SSH session from 187.25.147.175 on interface control for user "mitchellkenneth" disconnected by SSH server, reason: "TCP connection closed" (0xCA)
user-logout,Dec 10 13:32:30 start %PIX-9-378020:  SSH session from 64.208.230.202 on interface message for user "martinzoe" disconnected by SSH server, reason: "TCP connection closed" (0xE9)
user-logout,Nov 12 06:43:59 look %PIX-4-552246:  SSH session from 75.186.134.89 on interface religious for user "craigmason" disconnected by SSH server, reason: "TCP connection closed" (0x23)
user-logout,Jul 06 12:43:36 community %PIX-6-875242:  SSH session from 161.117.165.231 on interface answer for user "robertsbrittney" disconnected by SSH server, reason: "TCP connection closed" (0xF8)
user-logout,Sep 18 03:31:12 fear %PIX-0-997637:  SSH session from 3.122.144.142 on interface hear for user "kevin94" disconnected by SSH server, reason: "TCP connection closed" (0xDC)
user-logout,Dec 10 10:45:48 difficult %PIX-5-872189:  SSH session from 28.107.36.105 on interface Democrat for user "lisa88" disconnected by SSH server, reason: "TCP connection closed" (0xE0)
user-logout,May 30 17:25:57 yourself %PIX-9-883496:  SSH session from 212.137.147.44 on interface quite for user "harrisonlisa" disconnected by SSH server, reason: "TCP connection closed" (0x42)
user-logout,Jun 22 22:59:55 same %PIX-4-138394:  SSH session from 222.62.139.170 on interface perform for user "hensonbrett" disconnected by SSH server, reason: "TCP connection closed" (0x7E)
user-logout,Sep 30 10:39:44 party %PIX-0-185518:  SSH session from 116.113.63.154 on interface practice for user "wsavage" disconnected by SSH server, reason: "TCP connection closed" (0x36)
user-logout,Jul 03 06:40:25 west %PIX-5-601867:  SSH session from 189.166.190.69 on interface entire for user "brycewilkinson" disconnected by SSH server, reason: "TCP connection closed" (0x72)
user-logout,Feb 09 15:00:29 floor %PIX-3-849248:  SSH session from 207.254.153.153 on interface sometimes for user "ogarner" disconnected by SSH server, reason: "TCP connection closed" (0x7F)
user-logout,Jul 05 22:44:58 nature %PIX-5-327749:  SSH session from 12.35.197.6 on interface like for user "amoody" disconnected by SSH server, reason: "TCP connection closed" (0xCA)
user-logout,Apr 24 07:18:13 sure %PIX-7-543412:  SSH session from 10.77.84.50 on interface set for user "dawnyoung" disconnected by SSH server, reason: "TCP connection closed" (0x9D)
user-logout,Jul 25 07:29:47 common %PIX-8-611631:  SSH session from 2.244.196.78 on interface learn for user "brownkelly" disconnected by SSH server, reason: "TCP connection closed" (0x6B)
user-logout,May 24 10:35:30 authority %PIX-8-478402:  SSH session from 27.96.234.143 on interface break for user "christopherturner" disconnected by SSH server, reason: "TCP connection closed" (0xD7)
user-logout,Mar 15 20:14:25 human %PIX-3-444810:  SSH session from 83.218.213.52 on interface structure for user "katherinetaylor" disconnected by SSH server, reason: "TCP connection closed" (0x3F)
user-logout,[2019-10-04 03:45:10.000000 ADT] :[answer] LOG:  disconnection: session time: 20:55:48.000000 user=williamjackson database=wind host=142.181.190.252 port=28097
user-logout,[1996-03-11 22:43:35.000000 ADT] :[listen] LOG:  disconnection: session time: 14:42:47.000000 user=dcooley database=despite host=188.84.37.233 port=39612
user-logout,[2017-12-10 09:28:48.000000 ADT] :[people] LOG:  disconnection: session time: 23:07:34.000000 user=cooleymary database=song host=182.2.29.168 port=57638
user-logout,[1970-05-06 06:43:11.000000 ADT] :[pick] LOG:  disconnection: session time: 19:38:38.000000 user=toddstephens database=respond host=40.236.243.13 port=39741
user-logout,[2003-12-04 08:14:41.000000 ADT] :[six] LOG:  disconnection: session time: 13:27:06.000000 user=campbellbrandon database=her host=laptop-45.hurst-smith.com port=18531
user-logout,[2019-11-13 04:46:38.000000 ADT] :[those] LOG:  disconnection: session time: 09:25:04.000000 user=sandra50 database=lay host=26.192.111.223 port=42410
user-logout,[1997-08-27 04:28:48.000000 ADT] :[ground] LOG:  disconnection: session time: 19:24:53.000000 user=stephensonbrandon database=series host=114.157.42.130 port=51524
user-logout,[1991-05-05 07:30:34.000000 ADT] :[million] LOG:  disconnection: session time: 06:06:02.000000 user=mmckenzie database=throughout host=162.44.13.212 port=44221
user-logout,[1979-07-31 17:32:56.000000 ADT] :[analysis] LOG:  disconnection: session time: 01:14:36.000000 user=ashleyyoung database=interview host=laptop-59.lewis.info port=14855
user-logout,[2002-10-05 00:14:40.000000 ADT] :[inside] LOG:  disconnection: session time: 19:48:55.000000 user=joe21 database=structure host=lt-92.jones.net port=56577
user-logout,[2023-08-31 11:01:26.000000 ADT] :[activity] LOG:  disconnection: session time: 15:50:55.000000 user=aleccarter database=small host=79.115.252.250 port=37033
user-logout,[2009-04-20 20:19:15.000000 ADT] :[kitchen] LOG:  disconnection: session time: 19:50:40.000000 user=thomasashley database=everything host=84.94.153.69 port=30901
user-logout,[1978-04-23 01:01:22.000000 ADT] :[choice] LOG:  disconnection: session time: 21:54:50.000000 user=marshalljoshua database=away host=31.205.254.61 port=11546
user-logout,[1994-02-20 09:20:30.000000 ADT] :[hard] LOG:  disconnection: session time: 23:32:00.000000 user=karina45 database=least host=web-99.rodriguez.com port=12414
user-logout,[2008-09-27 08:40:03.000000 ADT] :[control] LOG:  disconnection: session time: 10:43:29.000000 user=thomas61 database=debate host=221.44.8.75 port=44577
user-logout,[2019-10-06 22:18:26.000000 ADT] :[friend] LOG:  disconnection: session time: 05:58:25.000000 user=baileymonica database=wonder host=web-53.vasquez.biz port=43178
user-logout,[1982-01-18 11:48:52.000000 ADT] :[research] LOG:  disconnection: session time: 14:25:23.000000 user=davisderrick database=along host=email-58.osborn.com port=51215
user-logout,[2000-10-26 00:47:08.000000 ADT] :[find] LOG:  disconnection: session time: 10:06:16.000000 user=vstone database=way host=166.232.44.204 port=9374
user-logout,[2007-08-16 08:04:12.000000 ADT] :[everybody] LOG:  disconnection: session time: 08:00:37.000000 user=dawnsmith database=house host=38.216.77.135 port=33714
user-logout,[1975-02-21 21:18:04.000000 ADT] :[instead] LOG:  disconnection: session time: 03:03:54.000000 user=samueladams database=include host=lt-04.ewing.biz port=27332
user-logout,[2002-03-24 05:50:26.000000 ADT] :[spring] LOG:  disconnection: session time: 04:28:39.000000 user=fmiranda database=large host=db-95.williams.info port=2342
user-logout,[2013-08-26 13:09:13.000000 ADT] :[create] LOG:  disconnection: session time: 23:26:29.000000 user=jrichards database=picture host=laptop-92.montgomery.com port=35365
user-logout,[2002-04-17 21:35:26.000000 ADT] :[prevent] LOG:  disconnection: session time: 06:28:07.000000 user=james55 database=benefit host=db-49.smith.com port=51311
user-logout,[2015-06-12 15:35:45.000000 ADT] :[wall] LOG:  disconnection: session time: 08:03:56.000000 user=michelehouse database=tonight host=desktop-59.stein.com port=10059
user-logout,[1974-02-01 09:43:02.000000 ADT] :[next] LOG:  disconnection: session time: 18:09:54.000000 user=shudson database=move host=134.157.99.229 port=16595
user-logout,[2019-12-23 18:47:10.000000 ADT] :[kitchen] LOG:  disconnection: session time: 00:02:58.000000 user=rachelcantu database=woman host=150.184.224.236 port=43435
user-logout,[1973-09-08 01:25:55.000000 ADT] :[attack] LOG:  disconnection: session time: 03:02:38.000000 user=kelly71 database=information host=srv-87.hays-duarte.com port=28805
user-logout,[1979-08-27 19:48:17.000000 ADT] :[when] LOG:  disconnection: session time: 05:09:12.000000 user=sydney99 database=more host=srv-94.taylor.net port=217
user-logout,[1976-11-16 23:13:08.000000 ADT] :[sea] LOG:  disconnection: session time: 05:40:30.000000 user=james43 database=catch host=email-74.walter.info port=43939
user-logout,[2004-03-03 16:24:41.000000 ADT] :[send] LOG:  disconnection: session time: 01:46:01.000000 user=dbradley database=measure host=8.112.4.37 port=49379
user-logout,[1991-05-24 01:53:22.000000 ADT] :[site] LOG:  disconnection: session time: 00:44:47.000000 user=rangelapril database=billion host=4.135.209.212 port=3034
user-logout,[2004-05-16 16:17:43.000000 ADT] :[able] LOG:  disconnection: session time: 18:41:43.000000 user=sreid database=test host=160.76.27.88 port=8276
